(28,21),
(27,23),
(27,24),
(27,25),
(27,26),
(26,27),
(26,28),
(26,28),
(26,29),
(25,29),
(25,30),
(25,31),
(25,31),
(25,31),
(25,32),
(25,32),
(25,33),
(25,33),
(24,33),
(24,34),
(24,35),
(24,35),
(24,35),
(24,36),
(24,37),
(24,37),
(24,38),
(24,38),
(24,39),
(24,39),
(24,40),
(24,41),
(24,42),
(24,42),
(24,43),
(24,43),
(24,44),
(24,44),
(24,45),
(24,45),
(24,46),
(24,46),
(24,46),
(24,46),
(24,47),
(25,48),
(25,48),
(25,48),
(26,49),
(26,49),
(26,50),
(27,50),
(27,51),
(27,51),
(28,53),
(29,54),
(30,54),
(31,55),
(32,56),
(33,56),
(34,58),
(35,58),
(36,58),
(36,59),
(37,59),
(37,59),
(38,59),
(38,59),
(39,59),
(39,59),
(40,59),
(40,58),
(40,58),
(41,58),
(41,57),
(41,57),
(42,56),
(42,56),
(42,56),
(42,55),
(43,55),
(43,54),
(43,54),
(43,53),
(44,52),
(44,52),
(45,50),
(45,48),
(46,47),
(47,44),
(48,42),
(49,40),
(50,39),
(51,37),
(51,35),
(51,35),
(51,34),
(51,34),
(51,33),
(51,33),
(51,32),
(51,32),
(50,32),
(50,32),
(49,32),
(49,33),
(48,33),
(48,33),
(48,34),
(47,34),
(47,35),
(47,35),
(47,35),
(47,36),
(47,36),
(47,37),
(46,38),
(46,38),
(46,39),
(46,39),
(46,40),
(46,40),
(46,41),
(46,42),
(46,43),
(46,44),
(46,46),
(46,48),
(46,49),
(47,51),
(47,52),
(47,54),
(47,56),
(47,57),
(48,58),
(48,59),
(48,60),
(49,61),
(49,61),
(50,62),
(50,62),
(50,63),
(51,63),
(51,64),
(51,64),
(52,65),
(52,65),
(52,65),
(52,65),
(52,65),
(53,66),
(53,66),
(54,66),
(54,66),
(55,67),
(55,67),
(55,67),
(56,67),
(56,67),
(56,67),
(57,67),
(57,67),
(58,67),
(58,67),
(58,67),
(59,67),
(59,66),
(59,66),
(60,65),
(60,65),
(60,64),
(61,64),
(61,64),
(61,63),
(62,63),
(62,62),
(62,62),
(62,61),
(63,60),
(64,59),
(64,58),
(64,56),
(66,54),
(66,52),
(67,50),
(67,48),
(68,46),
(68,44),
(69,43),
(69,42),
(69,41),
(69,40),
(69,39),
(69,39),
(69,38),
(69,38),
(70,37),
(70,37),
(70,36),
(70,36),
(70,35),
(69,35),
(69,34),
(69,34),
(69,33),
(69,33),
(68,32),
(68,31),
(68,31),
(68,30),
(67,29),
(67,29),
(67,28),
(67,28),
(66,28),
(66,28),
(65,28),
(65,28),
(65,27),
(64,27),
(64,27),
(64,26),
(64,26),

(97,31),
(96,31),
(95,31),
(94,32),
(93,32),
(92,32),
(92,33),
(92,33),
(91,33),
(91,34),
(90,34),
(90,34),
(90,35),
(89,35),
(88,36),
(88,36),
(88,36),
(87,37),
(87,38),
(86,38),
(86,39),
(85,40),
(84,40),
(84,41),
(83,42),
(83,42),
(83,43),
(82,43),
(82,43),
(82,44),
(81,44),
(81,44),
(81,45),
(81,45),
(81,46),
(81,46),
(81,47),
(81,47),
(81,48),
(81,48),
(81,49),
(81,51),
(81,51),
(81,53),
(81,54),
(82,54),
(82,55),
(82,56),
(82,56),
(82,56),
(82,57),
(82,57),
(82,58),
(83,58),
(83,58),
(83,59),
(84,59),
(84,59),
(84,59),
(85,60),
(86,60),
(86,60),
(87,61),
(87,61),
(88,62),
(89,62),
(90,63),
(91,64),
(92,64),
(94,65),
(95,66),
(96,66),
(97,66),
(97,66),
(98,66),
(99,67),
(99,67),
(100,67),
(100,67),
(101,67),
(101,67),
(102,67),
(102,67),
(103,67),
(103,66),
(104,66),
(104,66),
(104,66),
(104,65),
(104,65),
(104,64),
(104,64),
(104,63),
(105,63),
(105,62),
(105,62),
(105,62),
(105,61),
(105,60),
(106,60),
(106,60),
(106,58),
(106,58),
(106,57),
(106,56),
(107,55),
(107,53),
(107,53),
(108,52),
(108,51),
(108,50),
(109,50),
(109,49),
(109,49),
(109,48),
(109,48),
(109,47),
(109,47),
(109,46),
(108,46),
(108,46),
(108,46),
(108,45),
(108,45),
(108,45),
(108,44),
(107,44),
(107,44),
(107,44),
(106,43),
(106,43),
(106,42),
(105,42),
(105,42),
(104,41),
(104,41),
(104,40),
(104,40),
(103,40),
(103,39),
(103,39),
(102,39),
(102,38),
(102,38),
(101,38),
(101,38),
(101,37),
(100,37),
(100,37),
(100,37),
(100,36),
(100,36),
(99,36),
(99,35),
(99,35),
(99,35),
(99,35),
(98,34),
(98,34),
(98,34),
(98,33),
(97,33),
(97,32),
(96,32),
(96,32),
(96,32),
(95,32),
(95,32),
(95,32),
(94,32),
(94,32),
(94,32),
(93,32),
(93,32),
(93,33),
(93,33),

(129,33),
(128,33),
(128,33),
(127,33),
(127,34),
(127,34),
(126,34),
(126,34),
(126,35),
(125,35),
(124,36),
(124,36),
(123,37),
(123,37),
(122,38),
(122,38),
(121,39),
(120,40),
(119,42),
(118,42),
(116,44),
(115,45),
(114,47),
(113,48),
(112,49),
(111,50),
(111,51),
(111,52),
(111,52),
(111,52),
(111,53),
(110,53),
(110,54),
(110,54),
(110,55),
(110,56),
(110,56),
(110,56),
(110,57),
(110,57),
(110,57),
(111,58),
(111,58),
(111,58),
(111,59),
(111,59),
(112,59),
(112,59),
(112,60),
(112,60),
(113,60),
(113,60),
(114,60),
(114,61),
(114,61),
(115,61),
(115,61),
(115,61),
(116,61),
(116,61),
(117,61),
(117,61),
(118,60),
(118,60),
(118,60),
(119,60),
(119,60),
(120,60),
(121,60),
(121,60),
(122,60),
(122,59),
(123,59),
(123,59),
(123,59),
(123,59),
(124,58),
(124,58),
(124,58),
(124,57),
(125,57),
(125,56),
(125,56),
(126,56),
(126,55),
(126,55),
(126,54),
(127,54),
(127,54),
(127,53),
(127,53),
(127,53),
(127,52),
(127,52),
(127,52),
(127,51),
(127,51),
(126,51),
(126,52),
(126,52),
(126,52),
(126,53),
(126,54),
(125,54),
(125,55),
(125,55),
(125,56),
(125,56),
(124,56),
(124,57),
(124,57),
(124,57),
(124,58),
(124,58),
(124,58),
(124,59),
(124,59),
(124,59),
(124,60),
(124,60),
(124,60),
(124,61),
(124,61),
(124,61),
(124,62),
(125,62),
(125,62),
(126,62),
(126,63),
(126,63),
(126,63),
(126,64),
(127,64),
(127,64),
(127,64),
(128,64),
(128,64),
(129,64),
(129,64),
(130,64),
(130,64),
(131,64),
(131,65),
(132,65),
(132,65),
(133,65),
(133,65),
(134,65),
(135,65),
(135,65),
(136,65),
(136,65),
(137,65),
(137,65),
(137,65),
(138,65),
(138,65),
(138,65),
(139,65),
(139,64),
(139,64),
(140,64),
(140,64),
(141,63),
(141,63),
(141,63),
(142,63),
(142,62),
(142,62),
(142,62),
(143,62),
(143,61),
(143,60),
(143,60),
(144,60),
(144,59),
(144,59),
(144,59),
(144,58),
(144,57),
(145,57),
(145,56),
(145,56),
(145,55),
(145,55),
(145,55),
(146,54),
(146,54),
(146,54),
(146,53),
(146,53),
(146,53),
(146,52),
(146,52),
(146,51),
(146,51),
(146,50),
(146,50),
(146,50),
(146,49),
(146,49),
(146,48),
(146,48),
(145,47),
(145,47),
(145,46),
(145,46),
(145,46),
